run	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n10p	nf	grounding_failed	num_cases	total_grounding_failures	items_processed
ll	802	971	590	265	244	253	145	130	114	93	96	4392	2397	8095	4641	94519
