run	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n10p	nf	grounding_failed	num_cases	total_grounding_failures	items_processed
ll	667	257	127	110	87	62	99	71	52	52	58	6440	4026	8082	5268	92536
